layer	state_id	rejected
n34-m289	5179	0
n34-m289	5181	0
n34-m289	5182	0
n34-m289	5183	0
n34-m289	5184	0
n34-m289	5187	0
n34-m289	5188	0
n34-m289	5190	0
n34-m289	5191	0
n34-m289	5193	0
n34-m289	5194	0
n34-m289	5196	0
n34-m289	5197	0
n34-m289	5198	0
n34-m289	5199	0
n34-m289	5200	0
n34-m289	5216	0
n34-m289	5218	0
n34-m289	5219	0
n34-m289	5220	0
n34-m289	5221	0
n34-m289	5244	0
n34-m289	5245	0
n34-m289	5256	0
n34-m289	5262	0
n34-m289	5279	0
n34-m289	5280	0
n34-m289	5282	0
n34-m289	5283	0
n34-m289	5292	0
n34-m289	5293	0
n34-m289	5297	0
n34-m289	5301	0
n34-m289	5302	0
n34-m289	5303	0
n34-m289	5375	0
n34-m289	5401	0
n34-m289	5408	0
n34-m289	5432	1
n34-m289	5439	1
n34-m289	5469	0
n34-m289	5470	1
n34-m289	5494	1
n34-m289	5501	1
n34-m289	5507	1
n34-m289	5515	0
n34-m289	5517	1
n34-m289	5518	0
n34-m289	5519	0
n34-m289	5523	1
n34-m289	5565	1
n34-m289	5572	1
n34-m289	5573	1
n34-m289	5575	1
n34-m289	5576	0
n34-m289	5577	0
n34-m289	5578	1
n34-m289	5579	1
n34-m289	5580	1
n34-m289	5582	1
n34-m289	5583	0
n34-m289	5584	0
n34-m289	5585	1
n34-m289	5586	1
n34-m289	5588	1
n34-m289	5589	0
n34-m289	5590	0
n34-m289	5591	1
n34-m289	5604	1
n34-m289	5605	0
n34-m289	5606	0
n34-m289	5607	1
n34-m289	5608	1
n34-m289	5621	1
n34-m289	5622	0
n34-m289	5623	0
n34-m289	5628	1
n34-m289	5630	1
n34-m289	5631	1
n34-m289	5633	1
n34-m289	5634	0
n34-m289	5635	0
n34-m289	5636	1
n34-m289	5637	1
n34-m289	5644	1
n34-m289	5657	1
n34-m289	5658	0
n34-m289	5659	0
n34-m289	5664	1
n34-m289	5666	1
n34-m289	5667	1
n34-m289	5669	1
n34-m289	5670	0
n34-m289	5671	0
n34-m289	5672	1
n34-m289	5685	1
n34-m289	5686	0
n34-m289	5687	0
n34-m289	5688	1
n34-m289	5689	1
n34-m289	5690	1
n34-m289	5691	1
n34-m289	5692	0
n34-m289	5693	0
n34-m289	5694	1
n34-m289	5697	1
n34-m289	5698	1
n34-m289	5700	0
n34-m289	5701	0
n34-m289	5703	0
n34-m289	5704	0
n34-m289	5705	0
n34-m289	5707	1
n34-m289	5708	0
n34-m289	5709	0
n34-m289	5710	1
n34-m289	5711	1
n34-m289	5714	1
n34-m289	5715	1
n34-m289	5717	0
n34-m289	5718	0
n34-m289	5720	0
n34-m289	5721	0
n34-m289	5722	0
n34-m289	5724	1
n34-m289	5725	0
n34-m289	5726	0
n34-m289	5728	1
n34-m289	5729	0
n34-m289	5730	0
n34-m289	5731	1
n34-m289	5732	1
n34-m289	5759	1
n34-m289	5760	1
n34-m289	5762	0
n34-m289	5763	0
n34-m289	5765	0
n34-m289	5766	0
n34-m289	5767	0
n34-m289	5780	1
n34-m289	5781	0
n34-m289	5782	0
n34-m289	5783	1
n34-m289	5788	1
n34-m289	5790	0
n34-m289	5792	0
n34-m289	5793	0
n34-m289	5794	0
n34-m289	5795	0
n34-m289	5796	0
n34-m289	5801	0
n34-m289	5802	0
n34-m289	5803	0
n34-m289	5805	0
n34-m289	5806	0
n34-m289	5807	0
n34-m289	5808	0
n34-m289	5810	0
n34-m289	5811	0
n34-m289	5812	0
n34-m289	5813	0
n34-m289	5814	0
n34-m289	5819	0
n34-m289	5831	0
n34-m289	5832	0
n34-m289	5833	0
n34-m289	5834	0
n34-m289	5835	0
n34-m289	5838	0
n34-m289	5839	0
n34-m289	5841	0
n34-m289	5842	0
n34-m289	5844	0
n34-m289	5845	0
n34-m289	5847	0
n34-m289	5848	0
n34-m289	5849	0
n34-m289	5851	0
n34-m289	5852	0
n34-m289	5853	0
n34-m289	5854	0
n34-m289	5855	0
n34-m289	5879	0
n34-m289	5880	0
n34-m289	5882	0
n34-m289	5883	0
n34-m289	5885	0
n34-m289	5886	0
n34-m289	5887	0
n34-m289	5899	0
n34-m289	5900	0
n34-m289	5901	0
n34-m289	5902	0
n34-m289	5907	0
n34-m289	5909	0
n34-m289	5910	0
n34-m289	5912	0
n34-m289	5913	0
n34-m289	5914	0
n34-m289	5915	0
n34-m289	5917	0
n34-m289	5918	0
n34-m289	5919	0
n34-m289	5920	0
n34-m289	5921	0
n34-m289	5922	0
n34-m289	5924	0
n34-m289	5925	0
n34-m289	5926	0
n34-m289	5927	0
n34-m289	5932	0
n34-m289	5944	0
n34-m289	5945	0
n34-m289	5946	0
n34-m289	5947	0
n34-m289	5948	0
n34-m289	5951	0
n34-m289	5952	0
n34-m289	5954	0
n34-m289	5955	0
n34-m289	5957	0
n34-m289	5958	0
n34-m289	5960	0
n34-m289	5961	0
n34-m289	5962	0
n34-m289	5964	0
n34-m289	5965	0
n34-m289	5966	0
n34-m289	5967	0
n34-m289	5968	0
n34-m289	5969	0
n34-m289	5970	0
n34-m289	5971	0
n34-m289	5972	0
n34-m289	5973	0
n34-m289	5974	0
n34-m289	5977	0
n34-m289	5978	0
n34-m289	5980	0
n34-m289	5981	0
n34-m289	5983	0
n34-m289	5984	0
n34-m289	5986	0
n34-m289	5987	0
n34-m289	5988	0
n34-m289	5990	0
n34-m289	5991	0
n34-m289	5992	0
n34-m289	5993	0
n34-m289	5994	0
n34-m289	5998	0
n34-m289	6000	0
n34-m289	6001	0
n34-m289	6004	0
n34-m289	6005	0
n34-m289	6007	0
n34-m289	6008	0
n34-m289	6011	0
n34-m289	6012	0
n34-m289	6014	0
n34-m289	6015	0
n34-m289	6018	0
n34-m289	6019	0
n34-m289	6021	0
n34-m289	6022	0
n34-m289	6024	0
n34-m289	6025	0
n34-m289	6026	0
n34-m289	6029	0
n34-m289	6030	0
n34-m289	6032	0
n34-m289	6033	0
n34-m289	6035	0
n34-m289	6036	0
n34-m289	6038	0
n34-m289	6039	0
n34-m289	6040	0
n34-m289	6041	0
n34-m289	6043	0
n34-m289	6044	0
n34-m289	6045	0
n34-m289	6046	0
n34-m289	6047	0
n34-m289	6051	0
n34-m289	6053	0
n34-m289	6054	0
n34-m289	6057	0
n34-m289	6058	0
n34-m289	6060	0
n34-m289	6061	0
n34-m289	6064	0
n34-m289	6065	0
n34-m289	6067	0
n34-m289	6068	0
n34-m289	6070	0
n34-m289	6071	0
n34-m289	6074	0
n34-m289	6075	0
n34-m289	6077	0
n34-m289	6078	0
n34-m289	6080	0
n34-m289	6081	0
n34-m289	6082	0
n34-m289	6084	0
n34-m289	6085	0
n34-m289	6086	0
n34-m289	6088	0
n34-m289	6089	0
n34-m289	6090	0
n34-m289	6091	0
n34-m289	6092	0
n34-m289	6093	0
n34-m289	6095	0
n34-m289	6096	0
n34-m289	6097	0
n34-m289	6098	0
n34-m289	6100	0
n34-m289	6101	0
n34-m289	6102	0
n34-m289	6103	0
n34-m289	6106	0
n34-m289	6107	0
n34-m289	6109	0
n34-m289	6110	0
n34-m289	6112	0
n34-m289	6113	0
n34-m289	6114	0
n34-m289	6116	0
n34-m289	6117	0
n34-m289	6118	0
n34-m289	6119	0
n34-m289	6120	0
n34-m289	6121	0
n34-m289	6122	0
n34-m289	6123	0
n34-m289	6124	0
n34-m289	6127	0
n34-m289	6128	0
n34-m289	6130	0
n34-m289	6131	0
n34-m289	6133	0
n34-m289	6134	0
n34-m289	6135	0
n34-m289	6137	0
n34-m289	6138	0
n34-m289	6139	0
n34-m289	6140	0
n34-m289	6144	0
n34-m289	6146	0
n34-m289	6147	0
n34-m289	6150	0
n34-m289	6151	0
n34-m289	6153	0
n34-m289	6154	0
n34-m289	6157	0
n34-m289	6158	0
n34-m289	6160	0
n34-m289	6161	0
n34-m289	6163	0
n34-m289	6164	0
n34-m289	6167	0
n34-m289	6168	0
n34-m289	6170	0
n34-m289	6171	0
n34-m289	6173	0
n34-m289	6174	0
n34-m289	6175	0
n34-m289	6176	0
n34-m289	6178	0
n34-m289	6179	0
n34-m289	6180	0
n34-m289	6181	0
n34-m289	6185	0
n34-m289	6187	0
n34-m289	6188	0
n34-m289	6191	0
n34-m289	6192	0
n34-m289	6194	0
n34-m289	6195	0
n34-m289	6198	0
n34-m289	6199	0
n34-m289	6201	0
n34-m289	6202	0
n34-m289	6205	0
n34-m289	6206	0
n34-m289	6208	0
n34-m289	6209	0
n34-m289	6211	0
n34-m289	6212	0
n34-m289	6214	0
n34-m289	6215	0
n34-m289	6216	0
n34-m289	6218	0
n34-m289	6219	0
n34-m289	6220	0
n34-m289	6221	0
n34-m289	6222	0
n34-m289	6233	0
n34-m289	6237	0
n34-m289	6261	0
n34-m289	6262	0
n34-m289	6271	0
n34-m289	6272	0
n34-m289	6273	0
n34-m289	6274	0
n34-m289	6278	0
n34-m289	6322	0
n34-m289	6323	0
n34-m289	6325	0
n34-m289	6326	0
n34-m289	6349	0
n34-m289	6350	0
n34-m289	6354	0
n34-m289	6365	0
n34-m289	6370	0
n34-m289	6401	0
n34-m289	6403	0
n34-m289	6404	0
n34-m289	6407	0
n34-m289	6408	0
n34-m289	6410	0
n34-m289	6411	0
n34-m289	6428	0
n34-m289	6429	0
n34-m289	6431	0
n34-m289	6432	0
n34-m289	6441	0
n34-m289	6442	0
n34-m289	6443	0
n34-m289	6446	0
n34-m289	6452	0
n34-m289	6453	0
n34-m289	6455	0
n34-m289	6456	0
n34-m289	6457	0
n34-m289	6458	0
n34-m289	6460	0
n34-m289	6461	0
n34-m289	6462	0
n34-m289	6463	0
n34-m289	6464	0
n34-m289	6598	0
n34-m289	6599	0
n34-m289	6631	0
n34-m289	6649	0
n34-m289	6654	0
n34-m289	6668	0
n34-m289	6669	0
n34-m289	6692	0
n34-m289	6693	0
n34-m289	6717	0
n34-m289	6724	0
n34-m289	6730	0
n34-m289	6746	0
n34-m289	6763	0
n34-m289	6770	0
n34-m289	6776	0
n34-m289	6778	0
n34-m289	6783	0
n34-m289	6784	0
n34-m289	6786	0
n34-m289	6787	0
n34-m289	6788	0
n34-m289	6789	0
n34-m289	6791	0
n34-m289	6792	0
n34-m289	6793	0
n34-m289	6794	0
n34-m289	6795	0
n34-m289	6808	0
n34-m289	6809	0
n34-m289	6810	0
n34-m289	6815	0
n34-m289	6817	0
n34-m289	6818	0
n34-m289	6820	0
n34-m289	6821	0
n34-m289	6822	0
n34-m289	6823	0
n34-m289	6824	0
n34-m289	6825	0
n34-m289	6830	0
n34-m289	6831	0
n34-m289	6832	0
n34-m289	6834	0
n34-m289	6835	0
n34-m289	6836	0
n34-m289	6837	0
n34-m289	6839	0
n34-m289	6840	0
n34-m289	6841	0
n34-m289	6842	0
n34-m289	6843	0
n34-m289	6848	0
n34-m289	6861	0
n34-m289	6862	0
n34-m289	6863	0
n34-m289	6864	0
n34-m289	6865	0
n34-m289	6868	0
n34-m289	6869	0
n34-m289	6871	0
n34-m289	6872	0
n34-m289	6874	0
n34-m289	6875	0
n34-m289	6876	0
n34-m289	6878	0
n34-m289	6879	0
n34-m289	6880	0
n34-m289	6882	0
n34-m289	6883	0
n34-m289	6884	0
n34-m289	6885	0
n34-m289	6886	0
n34-m289	6913	0
n34-m289	6914	0
n34-m289	6916	0
n34-m289	6917	0
n34-m289	6919	0
n34-m289	6920	0
n34-m289	6921	0
n34-m289	6934	0
n34-m289	6935	0
n34-m289	6936	0
n34-m289	6937	0
n34-m289	6942	0
n34-m289	6944	0
n34-m289	6949	0
n34-m289	6950	0
n34-m289	6951	0
n34-m289	6952	0
n34-m289	6958	0
n34-m289	6960	0
n34-m289	6961	0
n34-m289	6962	0
n34-m289	6963	0
n34-m289	6964	0
n34-m289	6965	0
n34-m289	6967	0
n34-m289	6968	0
n34-m289	6969	0
n34-m289	6970	0
n34-m289	6971	0
n34-m289	6974	0
n34-m289	6975	0
n34-m289	6977	0
n34-m289	6978	0
n34-m289	6980	0
n34-m289	6981	0
n34-m289	6983	0
n34-m289	6984	0
n34-m289	6985	0
n34-m289	6987	0
n34-m289	6988	0
n34-m289	6989	0
n34-m289	6990	0
n34-m289	6991	0
n34-m289	6994	0
n34-m289	6995	0
n34-m289	6997	0
n34-m289	6998	0
n34-m289	7000	0
n34-m289	7001	0
n34-m289	7002	0
n34-m289	7004	0
n34-m289	7005	0
n34-m289	7006	0
n34-m289	7007	0
n34-m289	7008	0
n34-m289	7009	0
n34-m289	7015	0
n34-m289	7017	0
n34-m289	7018	0
n34-m289	7019	0
n34-m289	7020	0
n34-m289	7021	0
n34-m289	7022	0
n34-m289	7024	0
n34-m289	7025	0
n34-m289	7026	0
n34-m289	7027	0
n34-m289	7028	0
n34-m289	7030	0
n34-m289	7031	0
n34-m289	7032	0
n34-m289	7033	0
n34-m289	7034	0
n34-m289	7037	0
n34-m289	7038	0
n34-m289	7040	0
n34-m289	7041	0
n34-m289	7043	0
n34-m289	7044	0
n34-m289	7046	0
n34-m289	7047	0
n34-m289	7048	0
n34-m289	7050	0
n34-m289	7051	0
n34-m289	7052	0
n34-m289	7053	0
n34-m289	7054	0
n34-m289	7055	0
n34-m289	7056	0
n34-m289	7057	0
n34-m289	7058	0
n34-m289	7059	0
n34-m289	7060	0
n34-m289	7063	0
n34-m289	7064	0
n34-m289	7066	0
n34-m289	7067	0
n34-m289	7069	0
n34-m289	7070	0
n34-m289	7072	0
n34-m289	7073	0
n34-m289	7074	0
n34-m289	7076	0
n34-m289	7077	0
n34-m289	7078	0
n34-m289	7079	0
n34-m289	7080	0
n34-m289	7084	0
n34-m289	7086	0
n34-m289	7087	0
n34-m289	7090	0
n34-m289	7091	0
n34-m289	7093	0
n34-m289	7094	0
n34-m289	7097	0
n34-m289	7098	0
n34-m289	7100	0
n34-m289	7101	0
n34-m289	7104	0
n34-m289	7105	0
n34-m289	7107	0
n34-m289	7108	0
n34-m289	7110	0
n34-m289	7111	0
n34-m289	7112	0
n34-m289	7115	0
n34-m289	7116	0
n34-m289	7118	0
n34-m289	7119	0
n34-m289	7121	0
n34-m289	7122	0
n34-m289	7124	0
n34-m289	7125	0
n34-m289	7126	0
n34-m289	7127	0
n34-m289	7129	0
n34-m289	7130	0
n34-m289	7131	0
n34-m289	7132	0
n34-m289	7133	0
n34-m289	7137	0
n34-m289	7139	0
n34-m289	7140	0
n34-m289	7143	0
n34-m289	7144	0
n34-m289	7146	0
n34-m289	7147	0
n34-m289	7150	0
n34-m289	7151	0
n34-m289	7153	0
n34-m289	7154	0
n34-m289	7156	0
n34-m289	7157	0
n34-m289	7160	0
n34-m289	7161	0
n34-m289	7163	0
n34-m289	7164	0
n34-m289	7166	0
n34-m289	7167	0
n34-m289	7168	0
n34-m289	7170	0
n34-m289	7171	0
n34-m289	7172	0
n34-m289	7174	0
n34-m289	7175	0
n34-m289	7176	0
n34-m289	7177	0
n34-m289	7178	0
n34-m289	7183	0
n34-m289	7184	0
n34-m289	7186	0
n34-m289	7187	0
n34-m289	7188	0
n34-m289	7189	0
n34-m289	7192	0
n34-m289	7193	0
n34-m289	7195	0
n34-m289	7196	0
n34-m289	7198	0
n34-m289	7199	0
n34-m289	7200	0
n34-m289	7202	0
n34-m289	7203	0
n34-m289	7204	0
n34-m289	7205	0
n34-m289	7209	0
n34-m289	7219	0
n34-m289	7220	0
n34-m289	7221	0
n34-m289	7225	0
n34-m289	7243	0
n34-m289	7244	0
n34-m289	7246	0
n34-m289	7247	0
n34-m289	7249	0
n34-m289	7250	0
n34-m289	7259	0
n34-m289	7260	0
n34-m289	7261	0
n34-m289	7262	0
n34-m289	7266	0
n34-m289	7271	0
n34-m289	7273	0
n34-m289	7274	0
n34-m289	7277	0
n34-m289	7278	0
n34-m289	7280	0
n34-m289	7281	0
n34-m289	7284	0
n34-m289	7285	0
n34-m289	7287	0
n34-m289	7288	0
n34-m289	7291	0
n34-m289	7292	0
n34-m289	7294	0
n34-m289	7295	0
n34-m289	7297	0
n34-m289	7298	0
n34-m289	7300	0
n34-m289	7301	0
n34-m289	7302	0
n34-m289	7304	0
n34-m289	7305	0
n34-m289	7306	0
n34-m289	7307	0
n34-m289	7308	0
n34-m289	7312	0
n34-m289	7313	0
n34-m289	7316	0
n34-m289	7317	0
n34-m289	7319	0
n34-m289	7320	0
n34-m289	7322	0
n34-m289	7323	0
n34-m289	7325	0
n34-m289	7326	0
n34-m289	7327	0
n34-m289	7328	0
n34-m289	7329	0
n34-m289	7346	0
n34-m289	7347	0
n34-m289	7349	0
n34-m289	7350	0
n34-m289	7359	0
n34-m289	7360	0
n34-m289	7364	0
n34-m289	7366	0
n34-m289	7368	0
n34-m289	7369	0
n34-m289	7370	0
n34-m289	7400	0
n34-m289	7402	0
n34-m289	7403	0
n34-m289	7406	0
n34-m289	7407	0
n34-m289	7409	0
n34-m289	7410	0
n34-m289	7427	0
n34-m289	7428	0
n34-m289	7430	0
n34-m289	7431	0
n34-m289	7440	0
n34-m289	7441	0
n34-m289	7442	0
n34-m289	7445	0
n34-m289	7446	0
n34-m289	7448	0
n34-m289	7449	0
n34-m289	7451	0
n34-m289	7452	0
n34-m289	7454	0
n34-m289	7455	0
n34-m289	7456	0
n34-m289	7457	0
n34-m289	7459	0
n34-m289	7460	0
n34-m289	7461	0
n34-m289	7462	0
n34-m289	7463	0
n34-m289	7512	0
n34-m289	7513	0
n34-m289	7524	0
n34-m289	7529	0
n34-m289	7530	0
n34-m289	7547	0
n34-m289	7548	0
n34-m289	7553	0
n34-m289	7567	0
n34-m289	7568	0
n34-m289	7584	0
n34-m289	7585	0
n34-m289	7594	0
n34-m289	7595	0
n34-m289	7597	0
n34-m289	7598	0
n34-m289	7599	0
n34-m289	7600	0
n34-m289	7601	0
n34-m289	7603	0
n34-m289	7604	0
n34-m289	7605	0
n34-m289	7606	0
n34-m289	7610	0
n34-m289	7611	0
n34-m289	7612	0
n34-m289	7614	0
n34-m289	7615	0
n34-m289	7616	0
n34-m289	7617	0
n34-m289	7618	0
n34-m289	7619	0
n34-m289	7621	0
n34-m289	7622	0
n34-m289	7623	0
n34-m289	7624	0
n34-m289	7625	0
n34-m289	7628	0
n34-m289	7629	0
n34-m289	7631	0
n34-m289	7632	0
n34-m289	7634	0
n34-m289	7635	0
n34-m289	7637	0
n34-m289	7638	0
n34-m289	7639	0
n34-m289	7641	0
n34-m289	7642	0
n34-m289	7643	0
n34-m289	7644	0
n34-m289	7645	0
n34-m289	7648	0
n34-m289	7649	0
n34-m289	7651	0
n34-m289	7652	0
n34-m289	7654	0
n34-m289	7655	0
n34-m289	7656	0
n34-m289	7658	0
n34-m289	7659	0
n34-m289	7660	0
n34-m289	7661	0
n34-m289	7662	0
n34-m289	7663	0
n34-m289	7664	0
n34-m289	7666	0
n34-m289	7667	0
n34-m289	7668	0
n34-m289	7669	0
n34-m289	7670	0
n34-m289	7676	0
n34-m289	7677	0
n34-m289	7679	0
n34-m289	7680	0
n34-m289	7681	0
n34-m289	7682	0
n34-m289	7683	0
n34-m289	7686	0
n34-m289	7687	0
n34-m289	7689	0
n34-m289	7690	0
n34-m289	7692	0
n34-m289	7693	0
n34-m289	7695	0
n34-m289	7696	0
n34-m289	7697	0
n34-m289	7699	0
n34-m289	7700	0
n34-m289	7701	0
n34-m289	7702	0
n34-m289	7703	0
n34-m289	7708	0
n34-m289	7721	0
n34-m289	7722	0
n34-m289	7723	0
n34-m289	7728	0
n34-m289	7753	0
n34-m289	7754	0
n34-m289	7756	0
n34-m289	7757	0
n34-m289	7759	0
n34-m289	7760	0
n34-m289	7761	0
n34-m289	7773	0
n34-m289	7774	0
n34-m289	7775	0
n34-m289	7776	0
n34-m289	7781	0
n34-m289	7786	0
n34-m289	7788	0
n34-m289	7789	0
n34-m289	7792	0
n34-m289	7793	0
n34-m289	7795	0
n34-m289	7796	0
n34-m289	7799	0
n34-m289	7800	0
n34-m289	7802	0
n34-m289	7803	0
n34-m289	7805	0
n34-m289	7806	0
n34-m289	7809	0
n34-m289	7810	0
n34-m289	7812	0
n34-m289	7813	0
n34-m289	7815	0
n34-m289	7816	0
n34-m289	7817	0
n34-m289	7819	0
n34-m289	7820	0
n34-m289	7821	0
n34-m289	7823	0
n34-m289	7824	0
n34-m289	7825	0
n34-m289	7826	0
n34-m289	7827	0
n34-m289	7828	0
n34-m289	7829	0
n34-m289	7831	0
n34-m289	7832	0
n34-m289	7833	0
n34-m289	7834	0
n34-m289	7837	0
n34-m289	7838	0
n34-m289	7840	0
n34-m289	7841	0
n34-m289	7843	0
n34-m289	7844	0
n34-m289	7845	0
n34-m289	7847	0
n34-m289	7848	0
n34-m289	7849	0
n34-m289	7850	0
n34-m289	7851	0
n34-m289	7853	0
n34-m289	7854	0
n34-m289	7855	0
n34-m289	7856	0
n34-m289	7859	0
n34-m289	7860	0
n34-m289	7862	0
n34-m289	7863	0
n34-m289	7865	0
n34-m289	7866	0
n34-m289	7868	0
n34-m289	7869	0
n34-m289	7870	0
n34-m289	7871	0
n34-m289	7872	0
n34-m289	7876	0
n34-m289	7878	0
n34-m289	7879	0
n34-m289	7882	0
n34-m289	7883	0
n34-m289	7885	0
n34-m289	7886	0
n34-m289	7889	0
n34-m289	7890	0
n34-m289	7892	0
n34-m289	7893	0
n34-m289	7896	0
n34-m289	7897	0
n34-m289	7899	0
n34-m289	7900	0
n34-m289	7902	0
n34-m289	7903	0
n34-m289	7905	0
n34-m289	7906	0
n34-m289	7907	0
n34-m289	7909	0
n34-m289	7910	0
n34-m289	7911	0
n34-m289	7912	0
n34-m289	7913	0
n34-m289	7915	0
n34-m289	7916	0
n34-m289	7917	0
n34-m289	7918	0
n34-m289	7921	0
n34-m289	7922	0
n34-m289	7924	0
n34-m289	7925	0
n34-m289	7927	0
n34-m289	7928	0
n34-m289	7930	0
n34-m289	7931	0
n34-m289	7932	0
n34-m289	7933	0
n34-m289	7934	0
n34-m289	7951	0
n34-m289	7952	0
n34-m289	7954	0
n34-m289	7955	0
n34-m289	7964	0
n34-m289	7965	0
n34-m289	7969	0
n34-m289	7971	0
n34-m289	7972	0
n34-m289	7973	0
n34-m289	7974	0
n34-m289	7975	0
n34-m289	8005	0
n34-m289	8007	0
n34-m289	8008	0
n34-m289	8011	0
n34-m289	8012	0
n34-m289	8014	0
n34-m289	8015	0
n34-m289	8032	0
n34-m289	8033	0
n34-m289	8035	0
n34-m289	8036	0
n34-m289	8045	0
n34-m289	8046	0
n34-m289	8047	0
n34-m289	8050	0
n34-m289	8051	0
n34-m289	8053	0
n34-m289	8054	0
n34-m289	8056	0
n34-m289	8057	0
n34-m289	8059	0
n34-m289	8060	0
n34-m289	8061	0
n34-m289	8062	0
n34-m289	8064	0
n34-m289	8065	0
n34-m289	8066	0
n34-m289	8067	0
n34-m289	8068	0
n34-m289	8117	0
n34-m289	8118	0
n34-m289	8129	0
n34-m289	8132	0
n34-m289	8133	0
n34-m289	8134	0
n34-m289	8135	0
n34-m289	8137	0
n34-m289	8142	0
n34-m289	8150	0
n34-m289	8151	0
n34-m289	8156	0
n34-m289	8157	0
n34-m289	8159	0
n34-m289	8160	0
n34-m289	8162	0
n34-m289	8163	0
n34-m289	8164	0
n34-m289	8165	0
n34-m289	8166	0
n34-m289	8168	0
n34-m289	8169	0
n34-m289	8170	0
n34-m289	8171	0
n34-m289	8172	0
n34-m289	8174	0
n34-m289	8176	0
n34-m289	8177	0
n34-m289	8178	0
n34-m289	8179	0
n34-m289	8180	0
n34-m289	8186	0
n34-m289	8199	0
n34-m289	8200	0
n34-m289	8201	0
n34-m289	8206	0
n34-m289	8210	0
n34-m289	8211	0
n34-m289	8213	0
n34-m289	8214	0
n34-m289	8216	0
n34-m289	8217	0
n34-m289	8218	0
n34-m289	8220	0
n34-m289	8221	0
n34-m289	8222	0
n34-m289	8223	0
n34-m289	8224	0
n34-m289	8225	0
n34-m289	8226	0
n34-m289	8228	0
n34-m289	8229	0
n34-m289	8230	0
n34-m289	8231	0
n34-m289	8232	0
n34-m289	8234	0
n34-m289	8235	0
n34-m289	8236	0
n34-m289	8237	0
n34-m289	8240	0
n34-m289	8241	0
n34-m289	8243	0
n34-m289	8244	0
n34-m289	8246	0
n34-m289	8247	0
n34-m289	8249	0
n34-m289	8250	0
n34-m289	8251	0
n34-m289	8252	0
n34-m289	8253	0
n34-m289	8254	0
n34-m289	8255	0
n34-m289	8257	0
n34-m289	8258	0
n34-m289	8259	0
n34-m289	8260	0
n34-m289	8263	0
n34-m289	8264	0
n34-m289	8266	0
n34-m289	8267	0
n34-m289	8269	0
n34-m289	8270	0
n34-m289	8271	0
n34-m289	8273	0
n34-m289	8274	0
n34-m289	8275	0
n34-m289	8276	0
n34-m289	8277	0
n34-m289	8279	0
n34-m289	8280	0
n34-m289	8281	0
n34-m289	8282	0
n34-m289	8285	0
n34-m289	8286	0
n34-m289	8288	0
n34-m289	8289	0
n34-m289	8291	0
n34-m289	8292	0
n34-m289	8294	0
n34-m289	8295	0
n34-m289	8296	0
n34-m289	8297	0
n34-m289	8298	0
n34-m289	8302	0
n34-m289	8304	0
n34-m289	8305	0
n34-m289	8308	0
n34-m289	8309	0
n34-m289	8311	0
n34-m289	8312	0
n34-m289	8315	0
n34-m289	8316	0
n34-m289	8318	0
n34-m289	8319	0
n34-m289	8322	0
n34-m289	8323	0
n34-m289	8325	0
n34-m289	8326	0
n34-m289	8328	0
n34-m289	8329	0
n34-m289	8331	0
n34-m289	8332	0
n34-m289	8333	0
n34-m289	8335	0
n34-m289	8336	0
n34-m289	8337	0
n34-m289	8338	0
n34-m289	8339	0
n34-m289	8340	0
n34-m289	8341	0
n34-m289	8342	0
n34-m289	8343	0
n34-m289	8344	0
n34-m289	8347	0
n34-m289	8348	0
n34-m289	8350	0
n34-m289	8351	0
n34-m289	8353	0
n34-m289	8354	0
n34-m289	8356	0
n34-m289	8357	0
n34-m289	8358	0
n34-m289	8359	0
n34-m289	8360	0
n34-m289	8377	0
n34-m289	8378	0
n34-m289	8380	0
n34-m289	8381	0
n34-m289	8390	0
n34-m289	8391	0
n34-m289	8395	0
n34-m289	8397	0
n34-m289	8398	0
n34-m289	8399	0
n34-m289	8400	0
n34-m289	8401	0
n34-m289	8430	0
n34-m289	8432	0
n34-m289	8433	0
n34-m289	8436	0
n34-m289	8437	0
n34-m289	8439	0
n34-m289	8440	0
n34-m289	8457	0
n34-m289	8458	0
n34-m289	8460	0
n34-m289	8461	0
n34-m289	8464	0
n34-m289	8465	0
n34-m289	8470	0
n34-m289	8471	0
n34-m289	8472	0
n34-m289	8475	0
n34-m289	8476	0
n34-m289	8478	0
n34-m289	8479	0
n34-m289	8481	0
n34-m289	8482	0
n34-m289	8484	0
n34-m289	8485	0
n34-m289	8486	0
n34-m289	8487	0
n34-m289	8489	0
n34-m289	8490	0
n34-m289	8491	0
n34-m289	8492	0
n34-m289	8493	0
n34-m289	8542	0
n34-m289	8543	0
n34-m289	8554	0
n34-m289	8557	0
n34-m289	8558	0
n34-m289	8559	0
n34-m289	8560	0
n34-m289	8561	0
n34-m289	8562	0
n34-m289	8564	0
n34-m289	8565	0
n34-m289	8566	0
n34-m289	8567	0
n34-m289	8569	0
n34-m289	8570	0
n34-m289	8571	0
n34-m289	8572	0
n34-m289	8578	0
n34-m289	8581	0
n34-m289	8582	0
n34-m289	8583	0
n34-m289	8584	0
n34-m289	8585	0
n34-m289	8586	0
n34-m289	8588	0
n34-m289	8589	0
n34-m289	8590	0
n34-m289	8591	0
n34-m289	8592	0
n34-m289	8593	0
n34-m289	8595	0
n34-m289	8596	0
n34-m289	8597	0
n34-m289	8598	0
n34-m289	8601	0
n34-m289	8602	0
n34-m289	8604	0
n34-m289	8606	0
n34-m289	8607	0
n34-m289	8608	0
n34-m289	8610	0
